180	11.69799486
32	
27	
27	
34	
25	
24	
22	
23	
23	
18	
21	
23	
21	
19	
21	
19	
21	
22	
23	
27	
20	
21	
19	
20	
21	
24	
25	
20	
19	
31	
20	
24	
23	
23	
18	
20	
17	
19	
20	
18	
20	
19	
19	
19	
24	
24	
30	
21	
20	
19	
22	
23	
21	
20	
23	
21	
21	
22	
22	
19	
21	
21	
23	
23	
22	
21	
20	
19	
19	
21	
26	
26	
30	
19	
21	
22	
23	
20	
20	
20	
20	
18	
19	
20	
19	
21	
21	
19	
21	
20	
22	
25	
27	
32	
25	
31	
27	
24	
26	
23	
27	
24	
25	
27	
26	
27	
27	
24	
29	
29	
30	
29	
27	
26	
26	
24	
29	
27	
23	
23	
22	
40	
20	
22	
28	
25	
23	
23	
23	
26	
31	
23	
37	
26	
24	
27	
19	
19	
21	
20	
20	
21	
20	
21	
20	
19	
19	
21	
20	
20	
21	
28	
26	
29	
21	
22	
19	
23	
25	
24	
26	
28	
27	
29	
23	
26	
25	
31	
29	
29	
24	
26	
26	
26	
22	
23	
23	
26	
31	
27	
20	
25	
24	
38	
20	
19	
25	
29	
32	
22	
25	
26	
22	
23	
22	
24	
24	
27	
26	
23	
21	
24	
27	
29	
29	
28	
27	
26	
24	
28	
24	
25	
25	
24	
27	
26	
24	
27	
25	
26	
26	
28	
30	
23	
29	
26	
26	
26	
26	
24	
24	
24	
27	
26	
26	
26	
27	
25	
25	
28	
19	
28	
22	
18	
24	
26	
26	
22	
25	
24	
25	
25	
27	
23	
20	
20	
21	
29	
29	
29	
29	
27	
20	
22	
20	
21	
23	
29	
24	
21	
23	
19	
21	
19	
19	
25	
29	
31	
21	
20	
21	
21	
25	
25	
28	
29	
24	
19	
20	
18	
23	
23	
24	
27	
31	
23	
22	
24	
23	
25	
28	
26	
22	
27	
27	
19	
27	
23	
24	
23	
24	
25	
26	
27	
29	
30	
27	
25	
27	
26	
26	
28	
26	
25	
22	
25	
22	
22	
29	
28	
28	
26	
22	
25	
25	
28	
29	
30	
25	
26	
26	
26	
23	
21	
24	
24	
26	
27	
25	
25	
25	
31	
26	
29	
25	
26	
27	
19	
28	
23	
25	
25	
23	
23	
23	
24	
25	
27	
27	
28	
29	
24	
26	
26	
25	
27	
25	
22	
27	
26	
24	
23	
26	
25	
24	
25	
25	
31	
27	
26	
28	
26	
25	
29	
27	
24	
24	
22	
26	
23	
26	
22	
27	
25	
19	
23	
27	
29	
27	
23	
27	
24	
26	
28	
28	
25	
25	
22	
20	
22	
27	
24	
29	
26	
27	
24	
28	
24	
24	
29	
28	
26	
25	
21	
22	
21	
23	
20	
22	
19	
19	
20	
22	
19	
26	
22	
25	
23	
19	
19	
20	
17	
19	
20	
21	
20	
22	
21	
20	
20	
20	
20	
20	
19	
23	
28	
21	
23	
26	
25	
25	
20	
24	
20	
25	
25	
28	
29	
28	
22	
25	
29	
25	
28	
28	
30	
25	
25	
27	
27	
26	
25	
24	
25	
25	
25	
27	
27	
25	
25	
29	
31	
27	
26	
29	
25	
26	
23	
31	
27	
24	
24	
24	
24	
26	
24	
29	
38	
32	
19	
20	
20	
23	
30	
25	
25	
27	
29	
28	
27	
24	
24	
24	
23	
23	
27	
28	
28	
30	
25	
30	
27	
27	
27	
27	
29	
27	
27	
24	
24	
25	
25	
24	
24	
30	
25	
29	
22	
27	
27	
28	
24	
30	
30	
27	
21	
22	
30	
20	
26	
27	
27	
29	
27	
27	
26	
25	
26	
29	
29	
28	
25	
28	
26	
27	
28	
22	
24	
26	
29	
28	
28	
29	
29	
26	
26	
27	
25	
27	
30	
27	
27	
25	
27	
28	
23	
24	
25	
28	
27	
28	
28	
28	
25	
26	
29	
29	
29	
26	
27	
28	
27	
20	
27	
23	
20	
26	
29	
27	
28	
28	
25	
26	
30	
29	
29	
29	
26	
27	
26	
27	
22	
28	
25	
25	
28	
27	
29	
27	
25	
27	
32	
27	
28	
24	
29	
26	
25	
26	
28	
27	
23	
24	
26	
26	
29	
28	
27	
27	
26	
30	
26	
30	
27	
31	
22	
20	
27	
23	
29	
24	
26	
28	
27	
30	
24	
27	
26	
24	
30	
29	
28	
27	
25	
25	
30	
26	
26	
23	
25	
25	
25	
27	
28	
28	
28	
27	
27	
27	
29	
29	
26	
25	
28	
30	
21	
28	
25	
26	
26	
28	
26	
26	
25	
27	
29	
29	
25	
26	
29	
26	
21	
28	
26	
24	
24	
25	
25	
28	
24	
27	
25	
29	
28	
28	
28	
24	
30	
26	
22	
29	
26	
27	
26	
22	
24	
24	
24	
27	
29	
28	
27	
25	
26	
27	
27	
29	
26	
29	
27	
25	
26	
31	
22	
25	
25	
26	
28	
27	
27	
27	
26	
32	
24	
26	
23	
28	
23	
30	
26	
23	
18	
18	
27	
27	
27	
29	
20	
27	
29	
26	
28	
28	
26	
30	
25	
29	
20	
20	
19	
18	
25	
24	
25	
28	
25	
25	
28	
28	
39	
21	
20	
25	
20	
27	
22	
27	
27	
26	
23	
26	
25	
26	
25	
26	
28	
29	
29	
25	
30	
27	
27	
28	
28	
27	
26	
26	
29	
22	
25	
25	
26	
28	
28	
27	
29	
28	
27	
27	
27	
27	
26	
27	
28	
27	
24	
31	
23	
24	
28	
25	
28	
27	
27	
26	
27	
29	
29	
28	
27	
28	
26	
24	
26	
25	
24	
25	
28	
25	
25	
25	
24	
31	
23	
30	
28	
26	
27	
27	
27	
26	
27	
23	
26	
24	
23	
26	
28	
27	
26	
27	
27	
33	
22	
29	
27	
26	
24	
27	
24	
23	
24	
27	
24	
25	
25	
25	
25	
26	
27	
28	
29	
25	
29	
27	
27	
25	
29	
27	
24	
25	
24	
23	
26	
26	
27	
27	
27	
26	
25	
27	
27	
29	
28	
26	
30	
26	
26	
27	
22	
23	
24	
25	
29	
28	
25	
25	
27	
28	
28	
28	
29	
25	
31	
27	
21	
23	
26	
24	
21	
27	
26	
28	
28	
28	
28	
26	
27	
26	
28	
27	
28	
29	
25	
26	
26	
25	
27	
25	
27	
28	
28	
29	
26	
27	
26	
25	
28	
27	
30	
24	
25	
25	
25	
24	
25	
24	
22	
30	
27	
26	
27	
25	
31	
28	
24	
21	
27	
28	
25	
34	
22	
21	
24	
23	
28	
24	
25	
26	
23	
25	
27	
20	
27	
26	
25	
27	
26	
28	
28	
26	
29	
25	
23	
24	
21	
19	
23	
29	
28	
28	
27	
28	
24	
29	
25	
28	
28	
26	
26	
27	
23	
18	
23	
20	
27	
25	
29	
27	
27	
26	
26	
30	
23	
29	
29	
25	
27	
26	
41	
23	
21	
25	
26	
27	
28	
29	
33	
19	
27	
26	
30	
29	
26	
27	
25	
28	
26	
20	
20	
21	
29	
25	
26	
29	
25	
25	
28	
28	
30	
28	
27	
25	
24	
28	
26	
22	
27	
29	
25	
26	
26	
25	
26	
25	
29	
29	
28	
30	
28	
23	
24	
24	
24	
26	
25	
25	
25	
22	
26	
23	
28	
23	
29	
28	
24	
28	
26	
25	
31	
27	
25	
29	
24	
25	
23	
21	
28	
25	
25	
32	
20	
26	
26	
28	
29	
29	
25	
27	
23	
21	
19	
23	
23	
24	
24	
25	
23	
24	
27	
29	
26	
28	
29	
24	
25	
26	
25	
28	
21	
27	
26	
38	
23	
28	
23	
20	
23	
30	
26	
25	
25	
27	
25	
25	
25	
30	
26	
26	
22	
25	
22	
22	
23	
22	
28	
28	
26	
30	
27	
29	
21	
22	
26	
20	
26	
27	
23	
25	
22	
23	
25	
24	
28	
28	
28	
29	
28	
29	
29	
29	
28	
27	
30	
28	
28	
29	
27	
30	
29	
24	
24	
24	
24	
28	
26	
28	
30	
24	
28	
30	
25	
26	
27	
26	
29	
28	
28	
27	
28	
28	
30	
26	
28	
30	
27	
27	
28	
28	
27	
29	
28	
30	
26	
29	
26	
25	
28	
29	
28	
28	
45	
30	
26	
19	
18	
25	
32	
29	
28	
21	
21	
20	
21	
26	
26	
27	
30	
28	
28	
29	
28	
30	
26	
32	
28	
26	
31	
29	
34	
25	
29	
29	
31	
26	
30	
26	
26	
25	
28	
31	
25	
30	
28	
29	
32	
32	
28	
22	
30	
24	
29	
28	
30	
29	
27	
28	
28	
29	
29	
30	
29	
28	
32	
28	
26	
26	
29	
31	
29	
26	
27	
32	
25	
28	
26	
29	
28	
30	
29	
29	
33	
27	
24	
26	
27	
29	
29	
28	
29	
29	
29	
22	
29	
28	
29	
28	
28	
28	
29	
29	
28	
27	
28	
33	
24	
24	
30	
27	
26	
29	
30	
27	
29	
29	
27	
33	
26	
38	
20	
21	
29	
28	
29	
28	
30	
30	
27	
24	
29	
29	
27	
28	
30	
31	
25	
29	
31	
30	
25	
28	
28	
28	
25	
30	
27	
28	
30	
27	
31	
28	
29	
23	
29	
28	
29	
28	
30	
30	
31	
27	
27	
26	
27	
28	
31	
28	
30	
24	
32	
33	
24	
21	
30	
26	
29	
29	
29	
30	
29	
29	
28	
29	
26	
25	
27	
29	
27	
30	
30	
27	
29	
30	
31	
31	
40	
18	
24	
28	
29	
37	
19	
28	
29	
29	
27	
30	
23	
32	
29	
26	
25	
29	
28	
30	
28	
30	
29	
28	
30	
27	
28	
28	
29	
30	
28	
28	
28	
34	
26	
29	
26	
28	
27	
29	
31	
28	
28	
28	
29	
31	
23	
29	
28	
28	
28	
29	
26	
29	
28	
28	
28	
29	
30	
29	
25	
28	
30	
30	
27	
27	
29	
29	
27	
28	
27	
30	
29	
28	
30	
28	
29	
29	
30	
29	
28	
26	
25	
32	
24	
25	
27	
31	
28	
28	
31	
29	
29	
28	
28	
26	
30	
28	
31	
27	
31	
21	
29	
27	
30	
28	
29	
29	
29	
28	
30	
29	
29	
29	
29	
30	
29	
25	
24	
27	
26	
29	
29	
28	
33	
27	
22	
25	
29	
30	
28	
30	
30	
30	
26	
28	
25	
25	
28	
26	
26	
30	
28	
27	
28	
27	
29	
30	
27	
28	
29	
29	
28	
26	
27	
27	
29	
29	
26	
27	
27	
28	
27	
27	
30	
31	
27	
26	
24	
27	
28	
31	
28	
28	
28	
28	
25	
29	
29	
28	
30	
27	
28	
30	
28	
28	
27	
28	
30	
29	
29	
30	
28	
30	
30	
27	
27	
29	
29	
29	
33	
25	
26	
30	
29	
29	
28	
29	
31	
25	
27	
27	
29	
28	
29	
28	
28	
31	
40	
25	
20	
23	
38	
20	
23	
30	
23	
28	
30	
38	
19	
20	
20	
22	
19	
25	
27	
25	
28	
26	
26	
26	
27	
28	
27	
29	
30	
32	
33	
28	
24	
26	
28	
23	
31	
24	
23	
24	
21	
22	
25	
31	
33	
27	
22	
29	
27	
24	
23	
27	
24	
18	
19	
24	
27	
28	
30	
30	
28	
29	
28	
30	
26	
29	
28	
29	
28	
27	
27	
25	
23	
26	
25	
27	
25	
27	
32	
29	
27	
18	
19	
19	
25	
28	
29	
28	
27	
27	
29	
21	
21	
23	
25	
24	
26	
28	
27	
28	
28	
29	
30	
29	
29	
29	
27	
31	
27	
25	
23	
27	
23	
27	
27	
28	
28	
27	
29	
29	
28	
27	
29	
26	
28	
19	
20	
19	
21	
20	
23	
23	
26	
25	
27	
29	
32	
23	
30	
29	
33	
17	
22	
22	
19	
18	
18	
22	
24	
26	
26	
30	
28	
32	
27	
24	
25	
22	
19	
21	
21	
20	
24	
24	
24	
33	
38	
29	
27	
20	
21	
23	
20	
24	
28	
28	
28	
29	
26	
25	
27	
31	
27	
28	
30	
30	
28	
26	
24	
30	
30	
29	
27	
30	
30	
28	
31	
28	
28	
28	
31	
27	
27	
32	
